# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 19 11:14:37 2022
#
# User preference: *
#
# CONSTRAINT:  where (cb_flag = 0
# CONSTRAINT:  and discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_facility like '%Kepler%'
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
pl_name,cb_flag,discoverymethod,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_trandep,st_rad,st_mass
KOI-94 c,0,Transit,Kepler,0,10.42364800,0.101300,4.320,15.60000,0.430000,0.077730,1.52,1.28
KOI-94 d,0,Transit,Kepler,0,22.34298900,0.168400,11.270,106.00000,0.022000,0.561280,1.52,1.28
KOI-94 e,0,Transit,Kepler,0,54.32031000,0.304600,6.560,35.00000,0.019000,0.199620,1.52,1.28
Kepler-10 b,0,Transit,Kepler,0,0.83749100,0.017200,1.481,4.60853,0.060000,0.019190,1.06,0.91
Kepler-10 c,0,Transit,Kepler,0,45.29460000,0.241000,2.323,7.37000,0.025000,0.047680,1.09,1.02
Kepler-100 b,0,Transit,Kepler,0,6.88705000,0.072000,1.320,7.34000,0.130000,0.007390,1.49,1.08
Kepler-100 c,0,Transit,Kepler,0,12.81590000,0.109000,2.200,7.05000,0.020000,0.021810,1.49,1.08
Kepler-100 d,0,Transit,Kepler,0,35.33310000,0.214300,1.610,3.00000,0.380000,0.009380,1.49,1.08
Kepler-1000 b,0,Transit,Kepler,0,120.01812720,0.533700,4.760,20.30000,0.000000,0.088280,1.51,1.40
Kepler-1001 b,0,Transit,Kepler,0,14.30511983,0.112900,3.150,10.10000,0.000000,0.086340,0.88,0.90
Kepler-1001 c,0,Transit,Kepler,0,9.18186000,0.084000,1.578,3.11000,0.000000,0.036360,0.84,0.93
Kepler-1002 b,0,Transit,Kepler,0,4.33642933,0.056400,1.710,3.57000,0.000000,0.010920,1.57,1.22
Kepler-1003 b,0,Transit,Kepler,0,3.55485691,0.044400,1.780,3.82000,0.000000,0.023290,1.17,1.11
Kepler-1004 b,0,Transit,Kepler,0,5.28789787,0.067100,6.280,32.50000,0.000000,0.034390,3.39,1.11
Kepler-1005 b,0,Transit,Kepler,0,6.49801525,0.066900,1.500,2.86000,0.000000,0.019090,1.06,1.00
Kepler-1006 b,0,Transit,Kepler,0,19.76172042,0.146400,1.540,2.99000,0.000000,0.039250,0.74,0.78
Kepler-1007 b,0,Transit,Kepler,0,5.18500207,0.048000,1.440,2.67000,0.000000,0.044720,0.70,0.73
Kepler-1008 b,0,Transit,Kepler,0,12.43931193,0.095100,1.280,2.18000,0.000000,0.028210,0.78,0.81
Kepler-1009 b,0,Transit,Kepler,0,11.35011917,0.079600,2.170,5.35000,0.000000,0.122100,0.57,0.59
Kepler-101 b,0,Transit,Kepler,0,3.48768120,0.047400,5.770,51.10000,0.086000,0.129880,1.56,1.17
Kepler-101 c,0,Transit,Kepler,0,6.02976000,0.068400,1.250,3.78000,0.000000,0.005460,1.56,1.17
Kepler-1010 b,0,Transit,Kepler,0,34.26857050,0.193000,2.320,5.99000,0.000000,0.069930,0.82,0.86
Kepler-1011 b,0,Transit,Kepler,0,5.75322197,0.063300,2.870,8.60000,0.000000,0.081510,0.88,0.91
Kepler-1012 b,0,Transit,Kepler,0,5.50860439,0.058500,1.290,2.21000,0.000000,0.021210,0.91,0.95
Kepler-1013 b,0,Transit,Kepler,0,18.93054959,0.137000,2.150,5.27000,0.000000,0.072010,0.76,0.81
Kepler-1014 b,0,Transit,Kepler,0,16.57110363,0.121000,2.390,6.30000,0.000000,0.066620,0.84,0.88
Kepler-1015 b,0,Transit,Kepler,0,16.00494214,0.139600,3.550,12.30000,0.000000,0.036570,1.81,1.49
Kepler-1016 b,0,Transit,Kepler,0,1.95452434,0.030700,2.180,5.39000,0.000000,0.039280,1.00,0.99
Kepler-1016 c,0,Transit,Kepler,0,105.65513690,0.438900,3.680,13.10000,0.000000,0.136690,1.00,0.99
Kepler-1017 b,0,Transit,Kepler,0,7.23400469,0.070200,1.990,4.62000,0.000000,0.049240,0.87,0.93
Kepler-1018 b,0,Transit,Kepler,0,49.10135140,0.253000,2.580,7.18000,0.000000,0.085640,0.88,0.91
Kepler-1019 b,0,Transit,Kepler,0,1.41122985,0.022100,1.460,2.73000,0.000000,0.039570,0.67,0.70
Kepler-102 b,0,Transit,Kepler,0,5.28696000,0.055200,0.470,4.30000,0.000000,0.004300,0.74,0.80
Kepler-102 c,0,Transit,Kepler,0,7.07142000,0.067000,0.580,3.00000,0.000000,0.006290,0.74,0.80
Kepler-102 d,0,Transit,Kepler,0,10.31170000,0.086200,1.180,3.80000,0.000000,0.028230,0.74,0.80
Kepler-102 e,0,Transit,Kepler,0,16.14570000,0.116200,2.220,8.93000,0.000000,0.098920,0.74,0.80
Kepler-102 f,0,Transit,Kepler,0,27.45360000,0.165500,0.880,5.20000,0.000000,0.011630,0.74,0.80
Kepler-1020 b,0,Transit,Kepler,0,96.91514960,0.387800,2.280,5.82000,0.000000,0.086280,0.80,0.87
Kepler-1021 b,0,Transit,Kepler,0,13.47469571,0.103400,2.330,6.04000,0.000000,0.078170,0.86,0.89
Kepler-1022 b,0,Transit,Kepler,0,10.99469878,0.080500,2.360,6.17000,0.000000,0.088470,0.68,0.71
Kepler-1023 b,0,Transit,Kepler,0,62.13877140,0.301000,2.630,7.41000,0.000000,0.088630,0.89,0.93
Kepler-1024 b,0,Transit,Kepler,0,66.41621330,0.303300,3.910,14.50000,0.000000,0.205320,0.78,0.81
Kepler-1025 b,0,Transit,Kepler,0,37.32294930,0.334400,1.980,4.58000,0.000000,0.030690,1.13,1.09
Kepler-1026 b,0,Transit,Kepler,0,36.51560530,0.197700,2.210,5.52000,0.000000,0.085540,0.75,0.79
Kepler-1027 b,0,Transit,Kepler,0,1.90780520,0.029500,0.890,0.64000,0.000000,0.012540,0.82,0.91
Kepler-1028 b,0,Transit,Kepler,0,2.51462432,0.035400,1.330,2.33000,0.000000,0.022840,0.87,0.90
Kepler-1029 b,0,Transit,Kepler,0,4.41769648,0.047000,1.260,2.13000,0.000000,0.027920,0.77,0.82
Kepler-103 b,0,Transit,Kepler,0,15.96540000,0.126900,3.370,9.70000,0.030000,0.048610,1.44,1.09
Kepler-103 c,0,Transit,Kepler,0,179.61200000,0.637200,5.140,36.10000,0.020000,0.127880,1.44,1.09
Kepler-1030 b,0,Transit,Kepler,0,19.32952416,0.133800,2.480,6.71000,0.000000,0.104010,0.76,0.80
Kepler-1031 b,0,Transit,Kepler,0,1.22621732,0.021800,0.870,0.59000,0.000000,0.005610,1.12,1.09
Kepler-1032 b,0,Transit,Kepler,0,3.29011795,0.036100,1.870,4.16000,0.000000,0.070690,0.71,0.77
Kepler-1033 b,0,Transit,Kepler,0,7.56052806,0.076100,2.510,6.85000,0.000000,0.065980,0.92,0.94
Kepler-1034 b,0,Transit,Kepler,0,12.12400943,0.096500,2.260,5.73000,0.000000,0.078840,0.80,0.83
Kepler-1035 b,0,Transit,Kepler,0,2.71407755,0.038600,1.170,1.71000,0.000000,0.014350,0.97,0.98
Kepler-1036 b,0,Transit,Kepler,0,122.88080580,0.462900,3.010,9.32000,0.000000,0.071770,0.89,0.95
Kepler-1037 b,0,Transit,Kepler,0,1.06378867,0.019800,1.280,2.18000,0.000000,0.026580,0.78,0.82
Kepler-1038 b,0,Transit,Kepler,0,148.46033820,0.523800,3.530,12.20000,0.000000,0.160660,0.83,0.87
Kepler-1038 c,0,Transit,Kepler,0,7.12765980,0.069200,1.416,2.59000,0.000000,0.022920,0.82,0.87
Kepler-1039 b,0,Transit,Kepler,0,0.93488424,0.018400,1.460,2.73000,0.000000,0.028260,0.74,0.79
Kepler-104 b,0,Transit,Kepler,0,11.42754800,0.094000,3.100,19.60000,0.000000,0.050090,1.35,0.81
Kepler-104 c,0,Transit,Kepler,0,23.66820500,0.153000,3.130,9.96000,0.000000,0.044940,1.35,0.81
Kepler-104 d,0,Transit,Kepler,0,51.75539400,0.257000,3.580,12.50000,0.000000,0.060920,1.35,0.81
Kepler-1040 b,0,Transit,Kepler,0,201.12140000,0.655900,2.080,4.98000,0.000000,0.047340,0.96,0.98
Kepler-1041 b,0,Transit,Kepler,0,24.75764210,0.168800,2.940,8.96000,0.000000,0.045870,1.08,1.06
Kepler-1042 b,0,Transit,Kepler,0,10.13202575,0.075600,2.190,5.43000,0.000000,0.091160,0.72,0.75
Kepler-1043 b,0,Transit,Kepler,0,38.50533980,0.215900,2.550,7.04000,0.000000,0.069520,0.90,0.92
Kepler-1044 b,0,Transit,Kepler,0,6.77408868,0.074100,2.670,7.61000,0.000000,0.052030,1.11,1.08
Kepler-1045 b,0,Transit,Kepler,0,26.41045478,0.161600,2.690,7.70000,0.000000,0.099110,0.82,0.86
Kepler-1046 b,0,Transit,Kepler,0,14.37508035,0.116700,1.710,3.57000,0.000000,0.025150,1.04,1.04
Kepler-1047 b,0,Transit,Kepler,0,56.18868870,0.293900,2.090,5.02000,0.000000,0.034620,1.13,1.08
Kepler-1047 c,0,Transit,Kepler,0,3.18897601,0.043400,0.990,0.93700,0.000000,0.006620,1.13,1.08
Kepler-1048 b,0,Transit,Kepler,0,6.92101021,0.059000,1.610,3.22000,0.000000,0.052970,0.70,0.75
Kepler-1049 b,0,Transit,Kepler,0,3.27346074,0.034900,0.950,0.80900,0.000000,0.026900,0.49,0.51
Kepler-105 b,0,Transit,Kepler,0,5.41220000,0.066000,4.810,5.10000,0.470000,0.060000,1.58,1.28
Kepler-105 c,0,Transit,Kepler,0,7.12620000,0.071100,1.310,4.60000,0.000000,0.019440,0.89,0.96
Kepler-1050 b,0,Transit,Kepler,0,15.37875460,0.131300,1.600,3.19000,0.000000,0.019340,1.13,1.09
Kepler-1050 c,0,Transit,Kepler,0,21.12845690,0.162200,1.480,2.79000,0.000000,0.017570,1.13,1.09
Kepler-1051 b,0,Transit,Kepler,0,25.96200249,0.189100,3.400,11.50000,0.000000,0.036800,1.73,1.43
Kepler-1052 b,0,Transit,Kepler,0,34.85382760,0.204600,2.930,8.91000,0.000000,0.084180,1.03,1.03
Kepler-1053 b,0,Transit,Kepler,0,2.41435165,0.031500,0.980,0.90400,0.000000,0.020290,0.69,0.74
Kepler-1054 b,0,Transit,Kepler,0,4.30655689,0.054000,2.630,7.41000,0.000000,0.025700,1.34,1.22
Kepler-1055 b,0,Transit,Kepler,0,2.29503623,0.033100,1.230,2.04000,0.000000,0.017070,0.94,0.98
Kepler-1056 b,0,Transit,Kepler,0,27.49560600,0.162900,3.010,9.32000,0.000000,0.048330,1.20,1.12
Kepler-1057 b,0,Transit,Kepler,0,14.08827448,0.113800,3.360,11.20000,0.000000,0.094650,1.10,1.07
Kepler-1058 b,0,Transit,Kepler,0,110.96546000,0.367900,2.720,7.85000,0.000000,0.128320,0.69,0.73
Kepler-1059 b,0,Transit,Kepler,0,3.76419105,0.044000,1.730,3.64000,0.000000,0.059870,0.72,0.75
Kepler-106 b,0,Transit,Kepler,0,6.16486000,0.064800,0.820,5.30000,0.000000,0.005580,1.04,1.00
Kepler-106 c,0,Transit,Kepler,0,13.57080000,0.109600,2.500,10.44000,0.000000,0.051170,1.04,1.00
Kepler-106 d,0,Transit,Kepler,0,23.98020000,0.160200,0.950,8.10000,0.000000,0.010400,1.04,1.00
Kepler-106 e,0,Transit,Kepler,0,43.84450000,0.239500,2.560,11.17000,0.000000,0.061520,1.04,1.00
Kepler-1060 b,0,Transit,Kepler,0,46.87793670,0.249500,2.380,6.26000,0.000000,0.053980,0.99,0.99
Kepler-1061 b,0,Transit,Kepler,0,2.75798267,0.038400,1.980,4.58000,0.000000,0.022080,1.07,1.09
Kepler-1062 b,0,Transit,Kepler,0,9.30412078,0.074800,1.760,3.75000,0.000000,0.065860,0.70,0.75
Kepler-1063 b,0,Transit,Kepler,0,14.07971466,0.117600,1.490,2.83000,0.000000,0.016950,1.14,1.09
Kepler-1064 b,0,Transit,Kepler,0,16.54080322,0.118300,1.550,3.02000,0.000000,0.037000,0.79,0.85
Kepler-1065 b,0,Transit,Kepler,0,3.60930891,0.045500,3.730,13.40000,0.000000,0.158340,0.93,0.94
Kepler-1065 c,0,Transit,Kepler,0,2.37030743,0.034400,1.600,3.19000,0.000000,0.031700,0.93,0.94
Kepler-1066 b,0,Transit,Kepler,0,1.93155984,0.029900,2.360,6.17000,0.000000,0.049190,0.98,0.98
Kepler-1067 b,0,Transit,Kepler,0,0.76212926,0.016200,0.800,0.43700,0.000000,0.007120,0.93,0.95
Kepler-1067 c,0,Transit,Kepler,0,5.42583990,0.060100,1.747,3.70000,0.000000,0.026020,0.93,0.98
Kepler-1068 b,0,Transit,Kepler,0,16.92344113,0.130900,3.630,12.80000,0.000000,0.112530,1.01,1.01
Kepler-1069 b,0,Transit,Kepler,0,23.89902960,0.168500,1.600,3.19000,0.000000,0.026910,0.98,0.99
Kepler-107 b,0,Transit,Kepler,0,3.18002180,0.045440,1.536,3.51000,0.000000,0.012190,1.45,1.24
Kepler-107 c,0,Transit,Kepler,0,4.90145200,0.060640,1.597,9.39000,0.000000,0.013960,1.45,1.24
Kepler-107 d,0,Transit,Kepler,0,7.95839000,0.083770,0.860,3.80000,0.000000,0.005830,1.45,1.24
Kepler-107 e,0,Transit,Kepler,0,14.74914300,0.126390,2.903,8.60000,0.000000,0.042050,1.45,1.24
Kepler-1070 b,0,Transit,Kepler,0,6.22161470,0.069300,1.730,3.64000,0.000000,0.017140,1.32,1.21
Kepler-1071 b,0,Transit,Kepler,0,6.17998440,0.061500,2.380,6.26000,0.000000,0.081120,0.81,0.86
Kepler-1072 b,0,Transit,Kepler,0,1.56906650,0.026900,1.580,3.12000,0.000000,0.014720,1.32,1.20
Kepler-1073 b,0,Transit,Kepler,0,8.67888593,0.080500,2.300,5.90000,0.000000,0.054060,1.00,1.00
Kepler-1073 c,0,Transit,Kepler,0,4.02582254,0.048300,1.640,3.33000,0.000000,0.026530,1.00,1.00
Kepler-1073 d,0,Transit,Kepler,0,2.50476003,0.035200,1.488,2.82000,0.000000,0.018110,1.12,0.92
Kepler-1074 b,0,Transit,Kepler,0,5.94566534,0.053600,1.250,2.10000,0.000000,0.040120,0.57,0.60
Kepler-1075 b,0,Transit,Kepler,0,1.52372816,0.020800,1.420,2.60000,0.000000,0.036470,0.54,0.56
Kepler-1076 b,0,Transit,Kepler,0,6.14727918,0.061100,0.800,0.43700,0.000000,0.011970,0.74,0.79
Kepler-1077 b,0,Transit,Kepler,0,34.35118740,0.210100,2.770,8.10000,0.000000,0.059940,1.02,1.02
Kepler-1078 b,0,Transit,Kepler,0,3.00725242,0.038800,1.900,4.27000,0.000000,0.028580,0.92,0.94
Kepler-1079 b,0,Transit,Kepler,0,13.24503188,0.109200,1.630,3.29000,0.000000,0.015610,1.36,1.08
Kepler-108 b,0,Transit,Kepler,0,49.18392100,0.292000,8.650,56.00000,0.220000,0.164620,2.19,1.25
Kepler-108 c,0,Transit,Kepler,0,190.32349400,0.721000,8.180,50.90000,0.040000,0.114170,2.19,1.25
Kepler-1080 b,0,Transit,Kepler,0,77.25483960,0.378100,3.280,10.80000,0.000000,0.061240,1.16,1.10
Kepler-1081 b,0,Transit,Kepler,0,3.85691855,0.046600,1.010,1.01000,0.000000,0.012780,0.84,0.88
Kepler-1082 b,0,Transit,Kepler,0,1.54320660,0.025700,1.120,1.46000,0.000000,0.009120,1.14,1.03
Kepler-1083 b,0,Transit,Kepler,0,33.41779930,0.189900,3.360,11.20000,0.000000,0.116680,0.77,0.81
Kepler-1084 b,0,Transit,Kepler,0,2.05333679,0.032400,1.110,1.41000,0.000000,0.006630,1.28,1.12
Kepler-1085 b,0,Transit,Kepler,0,219.32175280,0.739100,7.220,41.20000,0.000000,0.362870,1.14,1.11
Kepler-1085 c,0,Transit,Kepler,0,56.77710000,0.300200,3.268,10.70000,0.000000,0.088430,1.08,1.05
Kepler-1086 b,0,Transit,Kepler,0,18.78425728,0.119800,2.440,6.53000,0.000000,0.115290,0.66,0.70
Kepler-1086 c,0,Transit,Kepler,0,161.51633450,0.503000,2.940,8.96000,0.000000,0.218340,0.66,0.70
Kepler-1087 b,0,Transit,Kepler,0,0.69384285,0.014800,0.610,0.16500,0.000000,0.004930,0.94,0.96
Kepler-1088 b,0,Transit,Kepler,0,23.12748644,0.160200,1.420,2.60000,0.000000,0.016230,1.08,1.08
Kepler-1089 b,0,Transit,Kepler,0,5.13248562,0.049700,1.830,4.01000,0.000000,0.096220,0.49,0.52
Kepler-109 b,0,Transit,Kepler,0,6.48163000,0.068300,2.370,7.30000,0.210000,0.030150,1.32,1.04
Kepler-109 c,0,Transit,Kepler,0,21.22270000,0.150600,2.520,21.80000,0.030000,0.035990,1.32,1.04
Kepler-1090 b,0,Transit,Kepler,0,198.68017900,0.636400,2.250,5.69000,0.000000,0.064540,0.82,0.86
Kepler-1090 c,0,Transit,Kepler,0,42.42720032,0.227400,3.293,10.90000,0.000000,0.065870,1.01,0.87
Kepler-1091 b,0,Transit,Kepler,0,1.43474156,0.025200,1.460,2.73000,0.000000,0.020070,1.03,1.01
Kepler-1092 b,0,Transit,Kepler,0,58.60179250,0.299600,2.070,4.94000,0.000000,0.039640,1.00,0.99
Kepler-1093 b,0,Transit,Kepler,0,25.08246260,0.168500,1.950,4.46000,0.000000,0.024460,1.20,1.13
Kepler-1093 c,0,Transit,Kepler,0,89.72229200,0.394000,1.960,4.50000,0.000000,0.026370,1.20,1.13
Kepler-1094 b,0,Transit,Kepler,0,78.10002310,0.362500,3.180,10.20000,0.000000,0.065690,1.21,1.14
Kepler-1095 b,0,Transit,Kepler,0,4.27103091,0.051400,1.210,1.92000,0.000000,0.018040,0.92,0.94
Kepler-1096 b,0,Transit,Kepler,0,2.89221751,0.034000,1.240,2.07000,0.000000,0.038550,0.63,0.66
Kepler-1097 b,0,Transit,Kepler,0,187.74702900,0.579100,3.260,10.70000,0.000000,0.158300,0.79,0.82
Kepler-1098 b,0,Transit,Kepler,0,2.54307286,0.035800,1.300,2.24000,0.000000,0.015200,0.99,0.99
Kepler-1099 b,0,Transit,Kepler,0,2.16845259,0.033700,2.830,8.40000,0.000000,0.046690,1.00,1.01
Kepler-11 b,0,Transit,Kepler,0,10.30390000,0.091000,1.800,1.90000,0.045000,0.030130,1.06,0.96
Kepler-11 c,0,Transit,Kepler,0,13.02410000,0.107000,2.870,2.90000,0.026000,0.075080,1.06,0.96
Kepler-11 d,0,Transit,Kepler,0,22.68450000,0.155000,3.120,7.30000,0.004000,0.088500,1.06,0.96
Kepler-11 e,0,Transit,Kepler,0,31.99960000,0.195000,4.190,8.00000,0.012000,0.133300,1.06,0.96
Kepler-11 f,0,Transit,Kepler,0,46.68880000,0.250000,2.490,2.00000,0.013000,0.054800,1.06,0.96
Kepler-11 g,0,Transit,Kepler,0,118.38070000,0.466000,3.330,25.00000,0.150000,0.100600,1.06,0.96
Kepler-110 b,0,Transit,Kepler,0,12.69111200,0.107000,1.830,4.01000,0.000000,0.025210,1.15,1.07
Kepler-110 c,0,Transit,Kepler,0,31.71977500,0.198000,2.210,5.52000,0.000000,0.036340,1.15,1.07
Kepler-1100 b,0,Transit,Kepler,0,6.42200058,0.068400,1.750,3.71000,0.000000,0.016660,1.34,1.21
Kepler-1101 b,0,Transit,Kepler,0,81.31510590,0.348300,2.470,6.66000,0.000000,0.078170,0.91,0.94
Kepler-1102 b,0,Transit,Kepler,0,51.32856230,0.273100,2.660,7.56000,0.000000,0.069230,0.94,0.96
Kepler-1103 b,0,Transit,Kepler,0,19.79191978,0.147300,2.270,5.77000,0.000000,0.038550,1.15,1.11
Kepler-1104 b,0,Transit,Kepler,0,5.03728015,0.062800,1.230,2.04000,0.000000,0.007840,1.41,1.30
Kepler-1105 b,0,Transit,Kepler,0,4.42157218,0.047100,2.010,4.70000,0.000000,0.071680,0.68,0.71
Kepler-1106 b,0,Transit,Kepler,0,1.25275217,0.023900,1.650,3.36000,0.000000,0.020000,1.17,1.11
Kepler-1107 b,0,Transit,Kepler,0,0.57103852,0.012600,1.340,2.36000,0.000000,0.026260,0.82,0.86
Kepler-1108 b,0,Transit,Kepler,0,4.51005748,0.051100,1.460,2.73000,0.000000,0.030370,0.84,0.88
Kepler-1109 b,0,Transit,Kepler,0,37.64673840,0.246600,2.190,5.43000,0.000000,0.042740,1.06,1.05
Kepler-111 b,0,Transit,Kepler,0,3.34181500,0.046000,1.580,3.12000,0.000000,0.017820,1.16,1.17
Kepler-111 c,0,Transit,Kepler,0,224.78460800,0.761000,7.300,42.00000,0.000000,0.354250,1.16,1.17
Kepler-1110 b,0,Transit,Kepler,0,9.69312032,0.075400,2.660,7.56000,0.000000,0.113070,0.70,0.73
Kepler-1111 b,0,Transit,Kepler,0,8.79617863,0.087200,2.000,4.66000,0.000000,0.028630,1.15,1.10
Kepler-1112 b,0,Transit,Kepler,0,14.36267939,0.123900,3.020,9.38000,0.000000,0.037840,1.54,1.34
Kepler-1113 b,0,Transit,Kepler,0,42.30049540,0.241500,2.810,8.30000,0.000000,0.050790,1.17,1.12
Kepler-1114 b,0,Transit,Kepler,0,14.97435694,0.110200,1.350,2.39000,0.000000,0.026540,0.83,0.87
Kepler-1115 b,0,Transit,Kepler,0,23.55407250,0.213400,1.700,3.53000,0.000000,0.008560,1.73,1.60
Kepler-1116 b,0,Transit,Kepler,0,41.69778270,0.233000,2.540,6.99000,0.000000,0.068480,0.93,0.95
Kepler-1117 b,0,Transit,Kepler,0,4.79028459,0.054600,1.110,1.41000,0.000000,0.014200,0.93,0.95
Kepler-1118 b,0,Transit,Kepler,0,38.67150750,0.207900,2.740,7.95000,0.000000,0.059930,0.97,0.96
Kepler-1119 b,0,Transit,Kepler,0,8.32651530,0.081200,1.920,4.35000,0.000000,0.026790,1.17,1.11
Kepler-112 b,0,Transit,Kepler,0,8.40887800,0.076000,2.360,6.17000,0.000000,0.079890,0.84,0.78
Kepler-112 c,0,Transit,Kepler,0,28.57426300,0.172000,2.400,6.35000,0.000000,0.082490,0.84,0.78
Kepler-1120 b,0,Transit,Kepler,0,2.94902905,0.036900,1.380,2.48000,0.000000,0.035830,0.74,0.78
Kepler-1121 b,0,Transit,Kepler,0,13.15141081,0.118700,1.910,4.31000,0.000000,0.009450,1.59,1.29
