#50th percentile and +/- 1-sigma values for stellar parameters: metallicity z, log10age(yr) tau, masses M1 and M2 in solar mass, radii R1 and R2 in solar radius, flux ratio f2/f1 frat in kepler bandpass
#KIC z z+sigma z-sigma tau(log10yr) tau+sigma tau-sigma m1(msun) m1+sigma m1-sigma m2(msun) m2+sigma m2-sigma r1(rsun) r1+sigma r1-sigma r2(rsun) r2+sigma r2-sigma frat frat+sigma frat-sigma            
4276114 0.0103497944 0.0028718958 -0.0017610751 9.6653022562 0.1630514471 -0.1959193704 1.0407585566 0.0667711468 -0.0645157875 0.6594551378 0.0287137533 -0.0290412022 1.160719312 0.0214799761 -0.0212779168 0.633314957 0.0166802345 -0.0189106893 0.0645616292 0.0037647443 -0.0165916324            
4285087 0.0106747389 0.0020231596 -0.0018765286 9.5121956381 0.1409298674 -0.1924181063 0.9980849564 0.0400402408 -0.035875145 0.9792580245 0.0389836557 -0.0350879024 0.9917359576 0.0119352314 -0.0103963174 0.9597283634 0.0134532364 -0.0134244941 0.8966354526 0.006398008 -0.0050994989            
4346875 0.0131487503 0.0008854302 -0.0010510181 10.0389419319 0.0207490005 -0.0414553665 0.9397531816 0.0181596341 -0.0095021638 0.5473518595 0.0059630746 -0.004378462 1.308568286 0.0098033396 -0.0080612206 0.5549650827 0.0054851835 -0.0050787786 0.0184117586 0.0001491683 -0.0001427842            
4365461 0.0029283217 0.0004543207 -0.0006426084 6.8575091217 0.0374742285 -0.0352070654 1.3588496073 0.0407928002 -0.0913818817 1.3585621233 0.041083605 -0.0911469052 1.6920136414 0.0169735101 -0.0386826713 1.6922724987 0.0166707178 -0.0388927611 1.0000124254 0.0011621283 -0.0010316059            
4372765 0.0040917569 0.0069759066 -0.0016341415 9.5117185613 0.0667374537 -0.0604931639 1.1757434224 0.0865562308 -0.0591329275 0.854695361 0.0299437693 -0.0217821523 1.5992406805 0.0293435445 -0.0222351375 0.8044959648 0.0149274806 -0.0114258488 0.1365463731 0.0004994324 -0.0004997067            
4380283 0.0086215981 0.0006827815 -0.0022099211 9.7277246447 0.084239672 -0.0483405684 1.0232888369 0.0126660785 -0.020638636 0.8849983828 0.0091359998 -0.011302631 1.2413731538 0.0047762109 -0.0068836963 0.8816967334 0.0033708803 -0.0049470293 0.3806912085 0.00048169 -0.0004694626            
4445630 0.0015428276 0.0003211361 -0.0003253438 9.4167014486 0.0152749743 -0.0130247291 1.223841464 0.0132448374 -0.0122688886 1.210009364 0.0131418813 -0.0114461724 1.5679960234 0.0060581128 -0.0058455732 1.4958989793 0.0058752722 -0.0053219122 0.9229661386 0.0050804185 -0.0051188506            
4484356 0.0106813328 0.002049288 -0.0017651875 9.2795678388 0.3400053601 -0.5484024553 1.0049400878 0.0463698157 -0.061134248 0.913599531 0.0358899385 -0.0491434315 0.9490508885 0.0145159712 -0.0176856742 0.833308725 0.0137974329 -0.0182015705 0.6053183679 0.0345391085 -0.033608344            
4540632 0.0305283093 0.0027702241 -0.0021169099 7.9077473665 0.0064482054 -0.0063059606 0.9377356413 0.0023671514 -0.0026580235 0.710286622 0.0021423614 -0.0028777736 0.8141048312 0.0020964981 -0.0021808357 0.6749476079 0.0015046678 -0.0017098908 0.2522481724 0.0040942575 -0.0045376984            
4544587 0.0261060434 0.0160416733 -0.0118370603 8.7652256157 0.1935390001 -0.227838698 1.6895028267 0.0537388848 -0.0737157915 1.473100888 0.0463632247 -0.0572536938 1.7398879458 0.0105702298 -0.0177714765 1.4959007666 0.036283764 -0.0253062083 0.5403485505 0.0090729966 -0.004396103            
4574310 0.0031596293 0.0002888812 -0.000267414 6.7027967357 0.0134633424 -0.0125846765 1.7161065594 0.0034059553 -0.0046233221 1.3736088595 0.0139876736 -0.0148884299 1.6786915391 0.0033621734 -0.0040138421 1.8924331853 0.0052742217 -0.0053103738 0.2878148086 0.0020966732 -0.0020874726            
4578594 0.0095163463 0.0002732011 -0.0003357329 9.8109761723 0.0710337521 -0.0532235969 0.8851510387 0.0234354548 -0.025110029 1.0812849864 0.0359627252 -0.0430810913 0.8969972998 0.0216907774 -0.021159067 2.0232331148 0.0260922451 -0.0273880577 5.0118590483 0.0874332447 -0.0972550944            
4579321 0.0020451075 0.000430506 -0.0002791491 9.229570358 0.4045433395 -0.6007110155 0.8657893507 0.035922933 -0.053168347 0.6380091875 0.0174997264 -0.0240764371 0.7950483597 0.0114455396 -0.0140385514 0.5771417026 0.0070424675 -0.0103506631 0.2129951526 0.0013344055 -0.0013370454            
4633434 0.0136780113 0.0027790718 -0.0054604235 9.774396267 0.2271784182 -0.3097706076 0.8310156175 0.036407966 -0.0360278548 0.4897349177 0.0271637891 -0.0404304189 0.793953747 0.0089615998 -0.0064239325 0.4833193991 0.0264737126 -0.0450950192 0.036757399 0.0056089841 -0.0077376252            
4661634 0.0104676225 0.0015289796 -0.0021325202 8.8860359682 0.2818645355 -0.0720907823 1.5022167944 0.1143973608 -0.1896607949 0.7076085639 0.0272139578 -0.0492043352 1.483235702 0.0311553815 -0.0555323324 0.6474380467 0.0137593636 -0.0242788556 0.0227311199 +4.2298966004e-05 -4.25868162e-05            
4665989 0.0455798108 0.0054001298 -0.0043675469 8.948508208 0.0117364636 -0.0164217704 1.7480329 0.0087821877 -0.0082973877 1.3339248842 0.0081417417 -0.0076263054 2.0897429001 0.0051681457 -0.0040314692 1.3537042694 0.0087632752 -0.0086201581 0.2737109191 0.0018601592 -0.001854876            
4736208 0.0324658979 0.0105889322 -0.0154913072 9.3102882096 0.0177068905 -0.0146819816 1.3501365855 0.0120023624 -0.0199034004 1.4565056606 0.0119708838 -0.0231931768 1.534629277 0.0082216703 -0.0101471422 1.8207016071 0.0045046844 -0.0102280103 1.479891472 0.0126491752 -0.0118770342            
4737267 0.0109443969 +1.7822515548e-05 -1.09708833e-05 9.5599888345 +2.37189199996e-05 -4.27318600007e-05 1.1184770866 0.000194101 -0.0001331865 1.2863596656 +7.63086e-05 -5.08979248e-05 1.2840034823 0.0003856664 -0.00029228 2.5016507107 0.0012231439 -0.0009695182 2.0931106109 0.0007050681 -0.000704729            
4737302 0.0078968956 +5.63513595908e-05 -6.1502440596e-05 9.034925468 0.0048723543 -0.0033313383 1.8466066923 0.0009287936 -0.0015635591 1.6529902873 0.0037658169 -0.0051263778 2.8463134855 0.0035320372 -0.0036813358 1.8464924308 0.0049131333 -0.0054895599 0.5004373457 0.0034427496 -0.0038035605            
4739194 0.003356644 0.0002038623 -0.0002257846 6.8019678868 0.0126301003 -0.019484128 1.2566022156 0.0099408522 -0.012247024 0.6459847505 0.0176172872 -0.0283255632 1.6284856519 0.0078056703 -0.0116621926 1.046568159 0.0050466739 -0.0074795063 0.0588942156 +6.48911376e-05 -6.29905812e-05            
4739791 0.0019845466 0.0010052166 -0.0005082524 8.7862862734 0.4094901463 -0.112271298 2.1006478717 0.2111280858 -0.5869141489 1.3333579565 0.1490048326 -0.193136401 2.3346976697 0.0854186344 -0.3076559374 1.1480022507 0.0470000563 -0.0448782098 0.1555369596 0.0772530661 -0.0320899683            
4740676 0.0018550629 +8.256785784e-05 -0.0001197055 8.7676973069 0.0477132817 -0.0435823649 2.0661937221 0.0736875729 -0.0778212595 0.6365202945 0.0081469618 -0.0088726343 2.0116116563 0.0203924792 -0.0220269438 0.5662606409 0.006174612 -0.0066361376 0.0054725723 +5.70749801e-06 -5.87165522e-06            
4753988 0.0108928721 0.0020880183 -0.0024272986 9.7049370772 0.1490447083 -0.1364284821 0.9939531444 0.0433465123 -0.0642737849 0.7185402231 0.0182629385 -0.0365238271 1.0621721546 0.0106725739 -0.0239900258 0.676093486 0.0087307054 -0.0199379929 0.1354178694 0.0065164433 -0.0066072366            
4757331 0.0218830144 0.0073798926 -0.0052238828 7.3943451859 0.033501332 -0.0342844963 1.0793199135 0.0234583036 -0.0172470739 0.7978877463 0.0264804723 -0.0277767559 1.1225121362 0.0106558328 -0.0069905755 0.8276528591 0.0083567155 -0.011667375 0.1240241897 0.0023774622 -0.0016287125            
4773155 0.0207624569 0.0025163017 -0.0018520755 9.5557241861 0.062040895 -0.2234736717 1.0500030004 0.0459337294 -0.0158584508 0.9691134085 0.0373467742 -0.0130738736 1.0448559833 0.0128439221 -0.0041620592 0.9179191916 0.0135865399 -0.0053014616 0.6228117395 0.0003366566 -0.0003336173            
4824268 0.0061607552 0.0015009765 -0.00161484 9.7724540355 0.0798181182 -0.0894432343 0.9775254439 0.0396060963 -0.0458976406 0.6590550188 0.0169945485 -0.0209889095 1.1781130983 0.0131733764 -0.01571453 0.6279552849 0.0140900742 -0.0168675632 0.0818574401 0.0001088585 -0.0001086846            
4826439 0.0472962105 0.0080452764 -0.0070604391 9.3894097997 0.0760103466 -0.0380642537 1.4737828685 0.0245879072 -0.038025307 1.4818124266 0.0249002575 -0.0383038964 2.0290505138 0.0114467917 -0.0182171453 2.0624604226 0.011600959 -0.0179594062 1.0271382786 0.004190372 -0.0040586464            
4840263 0.0200119432 0.0053034598 -0.0058901199 8.5843985314 0.1673651632 -0.167496245 1.7964249761 0.0466263333 -0.057971967 1.4413815542 0.045065292 -0.052603117 1.6856803994 0.0070505084 -0.0061885003 1.4290366458 0.035192341 -0.0424184393 0.3929857019 0.0249380952 -0.0294828354            
4847832 0.0074228163 +1.88688945504e-05 -1.93059988684e-05 10.0556888851 0.0007308041 -0.000722556 0.8719053143 0.0002800138 -0.0002559228 0.8307169357 0.0002844451 -0.0002687478 1.1987537756 0.0001907405 -0.0001754637 0.959937709 0.000259962 -0.0002548286 0.6218301273 0.0004302737 -0.000427304            
4848423 0.0222727967 0.002065192 -0.0015466598 9.3378619836 0.0133149673 -0.0204184546 1.3652645397 0.0086723935 -0.0038233088 1.3221803771 0.0164796909 -0.0110674892 1.6201098383 0.008204984 -0.0065228917 1.5079827405 0.0170250643 -0.0146990606 0.8483473351 0.0265098481 -0.0246686779            
4851217 0.0452100045 0.0103034044 -0.0141457175 7.000775136 0.2963321027 -0.3643531488 7.5491013955 1.7483959764 -1.2913919428 6.5449087022 1.4924271304 -1.0869413665 4.2044655111 0.2831051239 -0.2349172742 3.7324401459 0.290047364 -0.2497224763 0.6935786441 0.0254398451 -0.0341798036            
4862625 0.0115088238 0.0034896949 -0.0032803825 9.3770284341 0.0765121963 -0.0748736044 1.3279705497 0.054619928 -0.051328467 0.3831008019 0.0235940513 -0.022789026 1.6991060834 0.0363121027 -0.0299466421 0.3730242671 0.0218396378 -0.0214414366 0.0013242134 +4.05855540821e-05 -2.93116854151e-05            
4902030 0.0092824926 0.0013520151 -0.0008546778 7.6792870617 0.0155453143 -0.0143539282 0.6983114612 0.0055029042 -0.0048855924 0.6478469363 0.0069156616 -0.0055156653 0.721024146 0.0006786799 -0.0008166731 0.7066472004 0.0037296147 -0.0027909597 0.5064176716 0.0047435752 -0.0030976622            
4908495 0.0026252234 0.0026587406 -0.0011890871 9.8487770669 0.1581009775 -0.2162483035 0.8285820752 0.0583287964 -0.0480433437 0.7478192773 0.0451589121 -0.0353607554 0.8799315593 0.0173015374 -0.0192248797 0.7246213996 0.0238292895 -0.0174982848 0.5169294194 0.0399279421 -0.0224051379            
4931073 0.0165088223 0.0014421448 -0.0017433284 7.0669034873 0.0075045507 -0.0078404516 1.5739962459 0.0303817345 -0.0425546905 1.124757465 0.0162401876 -0.0223647254 1.7604896311 0.0100978244 -0.0116714328 1.2147553434 0.0146591002 -0.0207906957 0.0992339575 0.0013934473 -0.0014433465            
4932348 0.002311444 0.0017022322 -0.0009500242 9.6347204503 0.3098283622 -0.9652942698 0.9299344833 0.1507981331 -0.0956129368 0.2949501704 0.016080295 -0.0192189075 1.0061496273 0.0239516395 -0.0321913192 0.2859007785 0.006679386 -0.0089811149 0.0047255753 0.0010295732 -0.0012153111            
4932691 0.0285731049 0.01197241 -0.0092191503 8.7299422689 0.2294862676 -0.392771743 1.6143246054 0.0685707203 -0.0843435074 0.9019651584 0.0357985926 -0.0433266466 1.6563854655 0.0263583195 -0.0305837627 0.7923420486 0.0283893617 -0.0293991135 0.0553046551 0.0026422172 -0.002391607            
4937143 0.0125205178 0.0069663096 -0.0060122374 9.3799848743 0.053285106 -0.087437825 1.4409237196 0.1205360615 -0.0618681595 0.8252498255 0.0714438268 -0.0463541278 2.2572873641 0.0792099478 -0.0595565605 0.7499806033 0.0631403659 -0.0403627996 0.0443834169 0.0093880226 -0.0056249215            
4940201 0.0362013882 0.0117942844 -0.0068793777 9.6056188889 0.0756459494 -0.1414427103 1.2471698721 0.0476525437 -0.0397152465 0.8342831644 0.0518130744 -0.0499401833 1.5244588185 0.0254499134 -0.0397036801 0.764630797 0.0480481418 -0.0444213657 0.097905986 0.0307061118 -0.0240708658            
4947726 0.0098896993 0.0007223332 -0.0005870943 9.4131153073 0.2622570892 -0.3931807513 1.082283911 0.0712762909 -0.0686588584 0.5249406437 0.0132681756 -0.0133912414 1.1193157904 0.0193716256 -0.0197033522 0.5127154119 0.0090647098 -0.0096429018 0.0151619667 +4.6135178868e-05 -4.5561037056e-05            
4948863 0.0095706573 0.0019034378 -0.0014912836 9.4223086651 0.2606048309 -0.5118649885 0.9568398907 0.0469566175 -0.0494638913 0.6347105505 0.015446565 -0.0157638287 0.9104545365 0.0105232152 -0.010572893 0.6078295481 0.0114386962 -0.0149214971 0.0919253067 0.011226336 -0.0129007147            
5016163 0.0185967697 0.0064249046 -0.0041964904 9.4073118477 0.1142506354 -0.1030207879 1.3476540032 0.0592489296 -0.0706068742 1.3462249914 0.0582703324 -0.068953301 1.6816707035 0.0252345091 -0.0321354455 1.6772844103 0.0229591854 -0.0273189239 0.9960615743 0.0073078275 -0.0074617496            
5017058 0.0481323903 0.0078190717 -0.0071415145 9.1146339341 0.0971221104 -0.0768854524 1.5063461259 0.020308602 -0.0361326183 1.3362413 0.0278559272 -0.053057682 1.7397768804 0.0134813099 -0.0094867073 1.4021777458 0.0299886427 -0.0559056891 0.5485472394 0.0330027016 -0.0490512503            
5021174 0.0500736809 0.0023108086 -0.0022223325 7.8061273345 0.0133481467 -0.0242642066 0.7169003769 0.0029229322 -0.00241718 0.5306945154 0.0056492485 -0.0106062087 0.6989218112 0.0052457213 -0.0038277924 0.7406631374 0.0195389726 -0.0162252662 0.2131886292 0.0120473493 -0.0122045755            
5022440 0.0140597967 0.0035536703 -0.0039725432 9.4813325238 0.1741094221 -0.1549346374 1.1218128973 0.0464693871 -0.0722368998 0.7401313843 0.0204391115 -0.0317520727 1.1944261687 0.0111134872 -0.0162379168 0.6820942387 0.0103448134 -0.0179091293 0.0922383673 0.0058544018 -0.0054982704            
5023948 0.0135798634 0.0116822496 -0.0099230551 8.9735002328 0.3385177345 -0.4040280447 1.3342501082 0.0710182191 -0.1397987703 1.2936856683 0.0705541457 -0.1303340419 1.3659153336 0.0209263365 -0.0486127135 1.3086527118 0.0293009577 -0.0464873562 0.8636751058 0.0289473376 -0.0290265594            
5024292 0.0497778759 0.0074950428 -0.0106786994 9.2401298028 0.0261396155 -0.0233563016 1.4750750365 0.0085025613 -0.0084495398 1.2428534077 0.0107618985 -0.0108412864 1.7940801353 0.0034462246 -0.0034829809 1.2838644414 0.0120000203 -0.0122697897 0.4195853042 0.0074892379 -0.0072708142            
5024450 0.0161679907 0.0038234422 -0.0033530611 9.4262325271 0.0348898324 -0.0606497849 1.3779443511 0.0418077403 -0.0306639619 0.9430868271 0.0372057739 -0.0237639284 1.8816385634 0.0107155738 -0.0150617781 0.8730203936 0.0383815728 -0.0224557568 0.1262820145 0.0152826318 -0.0113948621            
5036538 0.0013253358 0.0003609012 -0.000239352 7.333671538 0.04789609 -0.0332338475 0.5522903936 0.02209461 -0.0198739745 0.5201369882 0.0290416921 -0.0249383207 0.6628832174 0.0071486025 -0.0085531089 0.6410865594 0.0133830507 -0.0097579702 0.8025607168 0.0116062966 -0.008372136            
5036966 0.0322328753 0.0165736266 -0.0134706106 8.7716858285 0.1179810779 -0.1370843948 1.8961747197 0.1005482592 -0.0884537083 1.4261186199 0.0218447691 -0.0256134416 2.033893956 0.0157608795 -0.0140714711 1.4474442631 0.0261065582 -0.0264252859 0.2725551644 0.0498579893 -0.0395640055            
5039441 0.0125466671 0.0004247778 -0.000353981 9.4502508938 0.0851396205 -0.1174884945 1.0880814501 0.0272456117 -0.0219115826 0.5590304428 0.0067569246 -0.0054887265 1.1231431815 0.0080090044 -0.0057936845 0.5494657103 0.0042825728 -0.0035616407 0.0190657325 +8.5625490028e-05 -8.7383848412e-05            
5113053 0.0293798832 0.0095963388 -0.0212979774 9.2562843265 0.0626205804 -0.0633711638 1.3096564455 0.0165496088 -0.078094998 1.1458438078 0.0121944672 -0.0629773948 1.4067196437 0.003964611 -0.0292611604 1.1135602587 0.0072431662 -0.0197447906 0.4939663076 0.0005728939 -0.0005764177            
5181455 0.0081869011 0.0045567902 -0.0058597637 9.1163229326 0.4695821857 -0.5917182667 1.0892431074 0.0640779196 -0.0979343411 0.5518127901 0.0444321981 -0.0310722798 1.0528855358 0.0197449012 -0.0268182624 0.5358364204 0.0394290183 -0.0505742637 0.0272483937 0.0035093505 -0.0060216951            
5193386 0.0010246099 +1.614304995e-05 -1.605144599e-05 9.5427664767 0.0004060103 -0.0002996959 1.0782766574 0.0010773065 -0.0007837666 1.1612230667 0.0005597953 -0.0005687178 1.3004922229 0.0043096621 -0.0030584579 4.2760884262 0.0093841425 -0.0071751158 3.1081538021 0.0013364338 -0.001345884            
5215700 0.0361766182 0.0024698605 -0.0036950107 7.1890567207 0.0064964388 -0.0050956737 1.6124615364 0.0203448087 -0.0302604877 1.4866878993 0.0154963878 -0.0139198023 1.624381558 0.0395366263 -0.0505308837 1.6948164969 0.031005289 -0.0282096074 1.0377656167 0.1202953738 -0.086296229            
5217733 0.0111072191 0.0008133612 -0.0006721586 7.0256974834 0.0177324894 -0.0097910727 14.9416060498 0.2028675277 -0.3690458397 5.2353448971 0.0568105612 -0.1078128211 8.7624744876 0.0450285868 -0.0700805456 2.6380770986 0.0148636063 -0.024087143 0.0439134618 0.0001124644 -0.0001119897            
5264304 0.0015712558 0.0007248489 -0.0004226825 9.7485298342 0.1955010074 -0.2206133209 0.8298020499 0.043321917 -0.0514815442 0.6218527424 0.0153323972 -0.0172386161 0.8531502283 0.0090325008 -0.01266394 0.5772587865 0.0184679331 -0.0173285578 0.1850379121 0.0372602581 -0.0236192544            
5269407 0.0032276772 0.0008430759 -0.0008243825 9.226416722 0.0271443741 -0.0443095024 1.2421844472 0.0187232772 -0.0280070256 0.6665080046 0.0075376307 -0.0129116637 1.2869748582 0.0121379101 -0.0098318951 0.6037088175 0.0075861575 -0.0049983296 0.0402382826 0.0001372618 -0.0001365775            
5284133 0.0279517947 +9.775467605e-05 -0.0001279178 7.6889514981 0.0539855985 -0.0202191588 1.7561814165 0.0033426884 -0.0141724099 0.9683304996 0.0045008823 -0.0198243921 1.6057395074 0.001901642 -0.0068247669 0.8446432806 0.0012284395 -0.0035434574 0.0622355984 0.0001160221 -0.0001123755            
5288543 0.0022597056 0.0001939701 -0.0001882992 9.5707295055 0.0124091217 -0.0143495468 1.1049995263 0.0113779051 -0.0096455611 0.8913118363 0.0054243868 -0.0046346649 1.5255245806 0.0040144728 -0.0040274994 0.8984928921 0.0027745377 -0.0024489615 0.2166065386 +6.4483087e-05 -6.432487104e-05            
5300878 0.0266363966 0.0076823079 -0.0062376045 9.9634401454 0.0902365178 -0.1301421281 0.8746811553 0.031231766 -0.0261476354 0.8610982757 0.0298323494 -0.0251628505 0.8749848315 0.0101280388 -0.0089475654 0.8533800344 0.0099170126 -0.0083400921 0.8975961006 0.0012000445 -0.0012139279            
5310435 0.0064147894 0.000436926 -0.0005089059 6.0317587491 0.0203249083 -0.0153124139 3.2761055217 0.0101707386 -0.0138572961 1.2511882811 0.039598552 -0.0254673347 4.6936339304 0.0094246848 -0.0110919762 2.3981713685 0.0127704437 -0.012541117 0.0304289795 0.000326221 -0.0003157944            
5347784 0.0537604308 0.0044708031 -0.0071820535 9.4177880905 0.1809778098 -0.0916026823 1.361267989 0.0470924211 -0.1343785396 1.3018343174 0.0354509672 -0.0294980354 1.6698559539 0.0655520542 -0.1997853644 1.539102345 0.1251111112 -0.0798451056 0.8281507807 0.4202638903 -0.151551148            
5359678 0.0039438285 0.0012382286 -0.0007679621 9.515046403 0.0533629449 -0.0468232393 1.1256096365 0.0262651702 -0.0266989145 0.9548011392 0.0219646686 -0.0258758386 1.414913043 0.0100984184 -0.0199747773 0.9698550381 0.0422752167 -0.0305507605 0.3418745654 0.0435809717 -0.0239594169            
5392897 0.0094365618 0.0006117378 -0.0006796709 9.6428875779 0.0161075418 -0.0140930209 1.1736757147 0.0087393193 -0.0111498527 0.8955856491 0.0047525529 -0.0060537197 1.8281613388 0.0030891365 -0.0035777392 0.8626722528 0.0032856278 -0.0040402524 0.1542569755 0.0001563309 -0.0001543492            
5393558 0.0133747657 0.0013110964 -0.001483663 9.5116071525 0.0832295028 -0.0829273298 0.9362086734 0.0173864294 -0.0226265325 1.0565916979 0.021903795 -0.0265587538 0.8808980966 0.0084006249 -0.0121551276 1.0763281928 0.006653506 -0.0073624806 2.0058748289 0.0342305525 -0.0303764782            
5460835 0.0069918063 0.0012779576 -0.001268756 9.7210236183 0.0940790159 -0.090423179 0.998801492 0.0427316075 -0.0488179248 0.7921335778 0.024455221 -0.0271583414 1.1700634916 0.0094741122 -0.009897527 0.7489748293 0.0155172102 -0.0169346815 0.233072551 0.0123390609 -0.0115237868            
5462901 0.0050274955 0.0005313617 -0.0007194601 8.0337812625 0.0388171401 -0.0319822043 0.544101218 0.0196514156 -0.0136251005 0.277579772 0.0191437522 -0.0132942259 0.5136059537 0.0094392304 -0.0057182099 0.3128019494 0.0053200172 -0.0036474041 0.104742814 0.0005877589 -0.0005393263            
5473556 0.0092344091 0.0007431694 -0.0007742418 9.5711439095 0.0099095612 -0.0080359756 1.2060484184 0.0090722031 -0.0083443402 0.9710119402 0.0055625451 -0.0050444121 1.7773105197 0.0043758573 -0.0044033611 0.969453129 0.003416043 -0.0036546982 0.2276619723 0.0002123299 -0.000231842            
5475712 0.0019696823 +1.121685283e-05 -1.08538454988e-05 8.6727443075 0.0024694806 -0.0026519782 2.3997291493 0.0124238934 -0.012415275 1.2420076262 0.0070200986 -0.006369924 3.1254073903 0.0057583099 -0.0054891947 1.0956242255 0.002188714 -0.0020586761 0.0561895155 +1.8836195872e-05 -1.8706532204e-05            
5479973 0.0044675958 0.0015247624 -0.0011876719 6.1357808104 0.0677525772 -0.0560250016 2.1277141201 0.0549913505 -0.0929427008 0.8619830621 0.1101746392 -0.0874015886 3.2664142347 0.068175067 -0.0675577111 1.8332597244 0.0209438586 -0.043424458 0.1282368713 0.0026842024 -0.0021021129            
5481426 0.0112534426 0.0213701816 -0.0076163877 7.907358489 0.8542001147 -0.221255113 0.6866159194 0.065563305 -0.0849579343 0.596579574 0.0641278952 -0.0694132334 0.6397355907 0.0280674694 -0.0186628271 0.6099243886 0.0224820287 -0.0351808466 0.429149035 0.0215429712 -0.0383570274            
5513861 0.0228556401 0.0120835122 -0.0110916707 9.2488986256 0.1889780109 -0.0954962297 1.4875244786 0.056303861 -0.1916860369 1.4158022727 0.0629504025 -0.1053953573 1.820020744 0.0271434256 -0.1476867843 1.7039547911 0.0394067485 -0.0642694324 0.8592192888 0.2041172742 -0.1040513549            
5530881 0.0220428454 0.0064355164 -0.0037319889 7.7273112183 0.0199116346 -0.0133632746 1.4852800964 0.0310736908 -0.0075064264 0.7854906931 0.0055942196 -0.0037971134 1.4341123924 0.0073667505 -0.0010384636 0.7332504649 0.0036729006 -0.0007160845 0.0514669199 +2.7483327386e-05 -2.7450634498e-05            
5534702 0.0016410818 0.0003153475 -0.0003976799 9.328530387 0.010332023 -0.0065697181 1.3361503833 0.0065972438 -0.0097100699 1.0002010265 0.0072915172 -0.0065431505 1.7198149852 0.0012868595 -0.0013556647 1.0068452263 0.0079344154 -0.0082197076 0.1774133457 0.0031562059 -0.0028802318            
5535280 0.0156535301 0.0014579133 -0.0012101439 7.4596047453 0.0093374227 -0.0096209663 1.0043370886 0.0195794395 -0.015716501 1.1211627585 0.0229806332 -0.0219030266 1.0055241123 0.0063908776 -0.0096867242 1.0252753137 0.0114702314 -0.0092527711 1.3061684051 0.1346556268 -0.092409474            
5553624 0.0144731778 0.001295396 -0.0009837429 9.5727360825 0.111159387 -0.0700708252 1.0683602523 0.0210132919 -0.0322720211 0.8947870356 0.0133607888 -0.0193430329 1.1226287817 0.0051957005 -0.0101861571 0.8359628129 0.0060873613 -0.0073985859 0.3529245687 0.000285866 -0.000285984            
5565486 0.0234393057 0.0090547827 -0.0083590444 9.0916977481 0.1125407818 -0.132957598 1.5630923688 0.0788462902 -0.083678541 1.5581637445 0.0799016952 -0.0858087264 1.8098457737 0.0279725549 -0.0297864038 1.79929911 0.0316465272 -0.0369374524 0.9850414576 0.0050116795 -0.0086968497            
5597970 0.0056179976 0.0006714938 -0.0010073533 9.976833033 0.0784015649 -0.1486890133 0.771279276 0.0318661608 -0.0174444722 0.2924547089 0.0094318499 -0.0051092622 0.7852348202 0.0100281438 -0.006299327 0.2950612755 0.0039228949 -0.0026149445 0.0095765006 +6.736793057e-05 -6.6206141016e-05            
5598639 0.0387570931 0.0086342321 -0.0080669347 8.8427562958 0.0631925722 -0.0766524136 1.8445775047 0.1077963426 -0.0698889562 1.8419764583 0.106836461 -0.0710141441 2.0861424196 0.0400663347 -0.026014277 2.0811597842 0.0392437448 -0.028072165 0.9904899318 0.0107069223 -0.0070390878            
5610698 0.004078518 0.0001619045 -7.89310303776e-05 6.4514063049 0.0096970255 -0.0157534586 1.937313041 0.013644261 -0.0085691514 0.6517853818 0.0181707479 -0.0207651163 3.3487422661 0.0121568936 -0.0086198725 1.3378643928 0.0079094988 -0.0053949454 0.0187116872 0.0002184116 -0.0001594758            
5622250 0.0103238541 0.0003281543 -0.0002068017 9.5258287983 0.0585165366 -0.0484505028 1.1483350071 0.0196249177 -0.0233960974 0.5782414883 0.004467302 -0.0052892873 1.3459345375 0.0079044142 -0.0083107596 0.5669029827 0.0033642934 -0.0035283177 0.0163765066 +7.408564378e-05 -6.4243175912e-05            
5632781 0.0026798605 +3.81845793352e-05 -1.8571558068e-05 9.7521019405 0.001911234 -0.0011683467 1.0229026131 0.0006226816 -0.0005641483 1.0285348982 0.0006248893 -0.000607856 2.1136948547 0.0007543792 -0.0006948905 2.5908950067 0.0008230807 -0.0008253282 1.3364370227 0.000130617 -0.0001296715            
5640750 0.0499829843 +1.830062542e-05 -4.3312553632e-05 8.549692446 +4.69707650002e-05 -2.48917093995e-05 2.0290448042 0.000414833 -0.0004476291 3.0998143126 +6.73304139998e-05 -3.006167e-05 2.0911267461 0.0004880013 -0.0005565137 17.1204757315 0.0203427846 -0.0206183438 14.2435854586 0.0081780232 -0.0081268226            
5649206 0.0596175249 0.0002264529 -0.0002789077 7.1818750407 0.0134305208 -0.0137295635 0.6176551055 0.0354696395 -0.0419371368 0.5231482992 0.0064001319 -0.0097420009 0.9157471053 0.0108899667 -0.0143471684 0.9224972075 0.0126645397 -0.0144665123 0.9596491103 0.0141085802 -0.0127308989            
5649956 0.0157607805 0.0012120206 -0.0005846022 9.8464435266 0.0327145097 -0.0389406103 1.1001285304 0.026842296 -0.0190388885 0.9457087354 0.0242467918 -0.0216672475 1.7601031385 0.0065666762 -0.007222164 0.9875822069 0.0386552106 -0.0322431472 0.292904262 0.0361130696 -0.0225840685            
